time,location,account,message,features
4/8/2020 14:47,Downtown,PaulWhale45,re: Powerís still not coming back on! @AlwaysSafePowerCompany when are we getting it restored?!,"powers,alwayssafepowercompany"
4/8/2020 14:48,Oak Willow,GuapoFergCouch,re: @AlwaysSafePowerCompany fix cheryl #WinsAlwaysSafePowerCompany,"fix,cheryl,winsalwayssafepowercompany,alwayssafepowercompany,alwayssafepowercompany fix cheryl"
4/8/2020 14:49,West Parton,ObnoxiousBLight1983,re: @AlwaysSafePowerCompany I havent seen a single one of you and neither has cheryl,"cheryl,alwayssafepowercompany"
4/8/2020 14:49,West Parton,CharlesCuriousJ,re: @AlwaysSafePowerCompany Ive been sitting next to cheryl waiting for yuo to help her where ARE YOU,"cheryl,yuo,alwayssafepowercompany"
4/8/2020 14:49,Southton,CandidMolleurCouch,re: @AlwaysSafePowerCompany are your radio rays leaking out,"rays,radio rays,radio,alwayssafepowercompany"
4/8/2020 14:50,Southwest,FastTPlate,re: @AlwaysSafePowerCompany they still havenít found my neihborís cat!,"neihbors cat,cat,neihbors"
4/8/2020 14:50,Palace Hills,JFuriousB,re:  @DerekNolan Shut up. Some of us hav elives to lead.,
4/8/2020 14:50,Scenic Vista,GuapoMeghanBanana,re: @AlwaysSafePowerCompany has send a HSS team to try and safe the situation. We will see what they can mange to do!,"hss team,situation,team,alwayssafepowercompany,hss"
4/8/2020 14:50,Northwest,CleverPCar,re: @Mrs.Tillenbottom  sending thought and prayers ,"prayers,thought,tillenbottom,mrs"
4/8/2020 14:51,Terrapin Springs,WileyCandyTina_Coble,re: Powerís still not coming back on! @AlwaysSafePowerCompany when are we getting it restored?!,"powers,alwayssafepowercompany"
4/8/2020 14:51,Palace Hills,WileyCarJaimes,re: @AlwaysSafePowerCompany they still havenít found my neihborís cat!,"neihbors cat,cat,neihbors"
4/8/2020 14:51,Downtown,R76Burrus,re: @AlwaysSafePowerCompany Ive been sitting next to cheryl waiting for yuo to help her where ARE YOU,"cheryl,yuo,alwayssafepowercompany"
4/8/2020 14:52,Palace Hills,Rachel1980Mozingo,re: we've been slammed with work @OldTownGirl,
4/8/2020 14:52,Southton,FearsTheresa_HaleyMouse,re: @AlwaysSafePowerCompany I havent seen a single one of you and neither has cheryl,"cheryl,alwayssafepowercompany"
4/8/2020 14:53,Southwest,DAttentativeAnderson,re: @DerekNolan The governments probably trying to get rid of us one by one. Some food for thought,"food,thought,governments"
4/8/2020 14:54,Oak Willow,F1969Neal,re: @AlwaysSafePowerCompany they still havenít found my neihborís cat!,"neihbors cat,cat,neihbors"
4/8/2020 14:54,Old Town,Douglas1992B,re: we've been slammed with work @OldTownGirl,
4/8/2020 14:54,Weston,Nora_GilbertBird2001,re: @AlwaysSafePowerCompany I havent seen a single one of you and neither has cheryl,"cheryl,alwayssafepowercompany"
4/8/2020 14:54,Downtown,SmartMCandy,re: @AlwaysSafePowerCompany are your radio rays leaking out,"rays,radio rays,radio,alwayssafepowercompany"
4/8/2020 14:54,Safe Town,AlwaysSafePowerCompany,"@ChloeJohnson Not only are we hard at work supplementing the work of our first responders and relief workers at the moment, but our engineers and physicists at our plant are also working extra hard to make sure you have the reliable energy you need! Rest ","relief,physicists,moment,energy,responders,plant,workers,relief workers,engineers,reliable energy"
4/8/2020 14:54,Southton,Elaine81,re: @AlwaysSafePowerCompany Ive been sitting next to cheryl waiting for yuo to help her where ARE YOU,"cheryl,yuo,alwayssafepowercompany"
4/8/2020 14:55,Southton,S1973Osborn,re: @Mrs.Tillenbottom  sending thought and prayers ,"prayers,thought,tillenbottom,mrs"
4/8/2020 14:55,Weston,Cummings26,re: @AlwaysSafePowerCompany they still havenít found my neihborís cat!,"neihbors cat,cat,neihbors"
4/8/2020 14:55,Southton,FleetBergsmaIcecream,re: we've been slammed with work @OldTownGirl,
4/8/2020 14:55,Palace Hills,FamousBreadEpps,re: Powerís still not coming back on! @AlwaysSafePowerCompany when are we getting it restored?!,"powers,alwayssafepowercompany"
4/8/2020 14:56,Palace Hills,CuriousWBanana73,re: @AlwaysSafePowerCompany they still havenít found my neihborís cat!,"neihbors cat,cat,neihbors"
4/8/2020 14:57,Safe Town,Michele1984Grover,re: we've been slammed with work @OldTownGirl,
4/8/2020 14:57,Scenic Vista,CleverIcecreamPatricia_Tarango,re: @DerekNolan Stop fostering panic when everyone is trying to survive out there #Stop,",panic,stop"
4/8/2020 14:58,Scenic Vista,LazyRobinsonLight2011,re: @AlwaysSafePowerCompany are your radio rays leaking out,"rays,radio rays,radio,alwayssafepowercompany"
4/8/2020 14:58,Northwest,ElwinJr, Is this serious?,
4/8/2020 14:58,Downtown,TObnoxiousLemle,re: @DerekNolan The governments probably trying to get rid of us one by one. Some food for thought,"food,thought,governments"
4/8/2020 14:58,Chapparal,Chad_BarronMouse1962,re: @AlwaysSafePowerCompany Ive been sitting next to cheryl waiting for yuo to help her where ARE YOU,"cheryl,yuo,alwayssafepowercompany"
4/8/2020 14:58,Palace Hills,CleverCandyElaine_Marte,re: @Mrs.Tillenbottom  sending thought and prayers ,"prayers,thought,tillenbottom,mrs"
4/8/2020 14:59,Northwest,LazyGCandy56,re: @DerekNolan The governments probably trying to get rid of us one by one. Some food for thought,"food,thought,governments"
4/8/2020 14:59,Southton,Lachelle1954,re: Powerís still not coming back on! @AlwaysSafePowerCompany when are we getting it restored?!,"powers,alwayssafepowercompany"
4/8/2020 14:59,Weston,DarkCarDarrell,re: @AlwaysSafePowerCompany are your radio rays leaking out,"rays,radio rays,radio,alwayssafepowercompany"
4/8/2020 14:59,West Parton,LazyBBowl1988,re: we've been slammed with work @OldTownGirl,
4/8/2020 14:59,Downtown,FearsStephanieDog,re: @Mrs.Tillenbottom  sending thought and prayers ,"prayers,thought,tillenbottom,mrs"
4/8/2020 15:01,Downtown,FleetWilliamsCandy1967,re: Powerís still not coming back on! @AlwaysSafePowerCompany when are we getting it restored?!,"powers,alwayssafepowercompany"
4/8/2020 15:01,Weston,Doris1976,re: @DerekNolan The governments probably trying to get rid of us one by one. Some food for thought,"food,thought,governments"
4/8/2020 15:01,Southwest,Tonya1989Ross,re: @AlwaysSafePowerCompany Ive been sitting next to cheryl waiting for yuo to help her where ARE YOU,"cheryl,yuo,alwayssafepowercompany"
4/8/2020 15:02,Palace Hills,CuriousSBread64,re: @AlwaysSafePowerCompany I havent seen a single one of you and neither has cheryl,"cheryl,alwayssafepowercompany"
4/8/2020 15:02,Scenic Vista,GuapoIssacsPlate2009,re: Powerís still not coming back on! @AlwaysSafePowerCompany when are we getting it restored?!,"powers,alwayssafepowercompany"
4/8/2020 15:03,Palace Hills,BusyRamseyBread62,re: @DerekNolan The governments probably trying to get rid of us one by one. Some food for thought,"food,thought,governments"
4/8/2020 15:04,Weston,Eric52Bledsoe,re: @DerekNolan The governments probably trying to get rid of us one by one. Some food for thought,"food,thought,governments"
4/8/2020 15:04,Downtown,FearsDanielMouse,re: @AlwaysSafePowerCompany Ive been sitting next to cheryl waiting for yuo to help her where ARE YOU,"cheryl,yuo,alwayssafepowercompany"
4/8/2020 15:05,Terrapin Springs,Jackson49,re: @Mrs.Tillenbottom  sending thought and prayers ,"prayers,thought,tillenbottom,mrs"
4/8/2020 15:05,Cheddarford,DerekNolan,where @Bride2Bee is @AlwaysSafePowerCompany now? bet theyre erradyating frogs and then ligthing them on fire for fun,"frogs,fun,fire,alwayssafepowercompany"
4/8/2020 15:06,Chapparal,FleetTIcecream,re: @AlwaysSafePowerCompany Ive been sitting next to cheryl waiting for yuo to help her where ARE YOU,"cheryl,yuo,alwayssafepowercompany"
4/8/2020 15:06,Southton,FastBananaAvery_Smith,re: we've been slammed with work @OldTownGirl,
4/8/2020 15:06,Southton,CleverGaryBanana,re: @Mrs.Tillenbottom  sending thought and prayers ,"prayers,thought,tillenbottom,mrs"
4/8/2020 15:06,Palace Hills,CuriousCPlate,re: @DerekNolan The governments probably trying to get rid of us one by one. Some food for thought,"food,thought,governments"
4/8/2020 15:06,Palace Hills,Bernice96,re: @AlwaysSafePowerCompany I havent seen a single one of you and neither has cheryl,"cheryl,alwayssafepowercompany"
4/8/2020 15:07,Northwest,FuriousWhatleyHouse,re: @DerekNolan The governments probably trying to get rid of us one by one. Some food for thought,"food,thought,governments"
4/8/2020 15:07,Weston,Lamison2012,re: we've been slammed with work @OldTownGirl,
4/8/2020 15:08,Southton,CCleverL,re: @DerekNolan The governments probably trying to get rid of us one by one. Some food for thought,"food,thought,governments"
4/8/2020 15:10,Downtown,Lopez1953,re: @Mrs.Tillenbottom  sending thought and prayers ,"prayers,thought,tillenbottom,mrs"
4/8/2020 15:11,Southton,ECleverEstrada,re: @Mrs.Tillenbottom  sending thought and prayers ,"prayers,thought,tillenbottom,mrs"
4/8/2020 15:12,Cheddarford,MariaFastH,re: @DerekNolan Stop fostering panic when everyone is trying to survive out there #Stop,",panic,stop"
4/8/2020 15:12,Weston,RacesWalterBear,re:  Shut up @DerekNolan,
4/8/2020 15:12,Palace Hills,FearsMaud_SettersBear,re: @DerekNolan The governments probably trying to get rid of us one by one. Some food for thought,"food,thought,governments"
4/8/2020 15:13,Broadview,FastMaberyIcecream,re:  Shut up @DerekNolan,
4/8/2020 15:14,Southwest,TallHouseHirsh,re: @AlwaysSafePowerCompany Ive been sitting next to cheryl waiting for yuo to help her where ARE YOU,"cheryl,yuo,alwayssafepowercompany"
4/8/2020 15:15,Downtown,FuriousCouchRobert_Kroll,re: @DerekNolan Stop fostering panic when everyone is trying to survive out there #Stop,",panic,stop"
4/8/2020 15:15,Terrapin Springs,LynchCat85,re: @DerekNolan The governments probably trying to get rid of us one by one. Some food for thought,"food,thought,governments"
4/8/2020 15:16,Downtown,LovesCarolBear,re:  Shut up @DerekNolan,
4/8/2020 15:16,Scenic Vista,GuapoWCouch,re: we've been slammed with work @OldTownGirl,
4/8/2020 15:18,Downtown,CandidCHouse,re: @DerekNolan The governments probably trying to get rid of us one by one. Some food for thought,"food,thought,governments"
4/8/2020 15:20,Downtown,R76Burrus,re:  Shut up @DerekNolan,
4/8/2020 15:30,Weston,LockhartBear1968,re:  Shut up @DerekNolan,
4/8/2020 15:32,Weston,LazyIvyIcecream,re: @DerekNolan Stop fostering panic when everyone is trying to survive out there #Stop,",panic,stop"
4/8/2020 15:41,Downtown,Johnson2008,re:  Shut up @DerekNolan,
4/8/2020 15:44,Palace Hills,FleetHBowl,re: @DerekNolan Stop fostering panic when everyone is trying to survive out there #Stop,",panic,stop"
4/8/2020 16:16,Cheddarford,DerekNolan,dont trust the mainstream media thats what matters!!! @RacesInezCat,"mainstream,mainstream media,media"
4/8/2020 16:17,Cheddarford,DerekNolan,@TVHostBrad LIAR!!! YOURE MORE SHEEPLE @Amanda_HallDog38,"sheeple,liar,tvhostbrad liar"
4/8/2020 16:19,Safe Town,AlwaysSafePowerCompany,"We have had over years of experience safely and reliably managing our plant. Our workers are your neighbors, your friends and your family. Your safety is in reliable and trustworthy hands at #alwayssafe",",experience,plant,neighbors,reliable trustworthy hands,workers,safety,friends,hands,family"
4/8/2020 16:22,Cheddarford,DerekNolan,@AlwaysSafePowerCompany is mutating our fish into having Old Town eyes,"fish,eyes,town eyes,alwayssafepowercompany,town"
4/8/2020 16:26,Downtown,TVHostBrad,@DerekNolan when did you get your degree in journalism? #DerekNolanCan,"journalism,degree"
4/8/2020 16:27,Weston,WileyBPlate,re: @AlwaysSafePowerCompany is mutating our fish into having Old Town eyes,"fish,eyes,town eyes,alwayssafepowercompany,town"
4/8/2020 16:31,Terrapin Springs,DarkRobertBowl,re: @AlwaysSafePowerCompany is mutating our fish into having Old Town eyes,"fish,eyes,town eyes,alwayssafepowercompany,town"
4/8/2020 16:35,Cheddarford,DerekNolan,@TVHostBrad SCHOOL OF HARD KNOCKS CLarse OF ALWAYS,"knocks,school,clarse,school hard knocks clarse,hard knocks clarse,hard"
4/8/2020 16:42,Downtown,AttentativeGonzalesBread1994,re: @DerekNolan when did you get your degree in journalism? #DerekNolanCan,"journalism,degree"
4/8/2020 16:44,Palace Hills,RFleetMurphy,re: @DerekNolan when did you get your degree in journalism? #DerekNolanCan,"journalism,degree"
4/8/2020 16:48,Southwest,FastCandyJerry,re: @DerekNolan when did you get your degree in journalism? #DerekNolanCan,"journalism,degree"
4/8/2020 16:52,Southton,FamousBananaJose,re: @DerekNolan when did you get your degree in journalism? #DerekNolanCan,"journalism,degree"
4/8/2020 17:07,Cheddarford,DerekNolan,@AdministratorSophie ytouou are so right #AdministratorSophieWaste,"administratorsophie ytouou,ytouou,administratorsophiewaste"
4/8/2020 17:09,Cheddarford,DerekNolan,BE PARANOID. ITS THE SENSE TELLING YOU THE TRUTH,"truth,paranoid,sense"
4/8/2020 17:10,Safe Town,Runner23, Can confirm. No water at all here,water
4/8/2020 17:10,Cheddarford,DerekNolan,also @ChloeJohnson #BOYCOTTBRAD,",chloejohnson boycottbrad,boycottbrad,chloejohnson"
4/8/2020 17:11,Cheddarford,DerekNolan,HE DOESNT UNDRESTAND JOURNALISM,"undrestand,journalism,undrestand journalism"
4/8/2020 18:02,Old Town,SunnyDay,  Now the water and sewer are out. This is even worse than when I got stuck on the cruise and everyone got sick.,"cruise,water,sewer"
4/8/2020 18:04,Cheddarford,DerekNolan,help cheryl #cherylCan,"cherylcan,cheryl,"
4/8/2020 18:07,Old Town,SunnyDay,"8 days at sea, couldn't leave our cabins.","cabins,days,sea"
4/8/2020 18:10,Scenic Vista,ChloeJohnson,@AlwaysSafePowerCompany help!,alwayssafepowercompany
4/8/2020 18:11,Old Town,SunnyDay, And this is even worse,
4/8/2020 18:13,Cheddarford,DerekNolan,Im starting to get the wires off of cheryl. . . maybe i wont die in the same city as a bunch of sheeple,"cheryl,wires,sheeple,bunch,city"
4/8/2020 18:14,Southwest,OldTownGirl,Help is obviously needed in Old Town! Still a lot of people buried over there from what I heard!,"town,people"
4/8/2020 18:34,Cheddarford,DerekNolan,@CarseieStones theyll keep you alive for theyre human people farms,"farms,human people farms,people"
4/8/2020 18:36,Cheddarford,DerekNolan,none of us will die,
4/8/2020 18:37,Cheddarford,DerekNolan,I mean purposefully,
4/8/2020 18:37,Southton,CuriousMIcecream,re: @AlwaysSafePowerCompany help!,alwayssafepowercompany
4/8/2020 18:43,Weston,RunsContosBird,re: @AlwaysSafePowerCompany help!,alwayssafepowercompany
4/8/2020 18:44,Old Town,OldTownGirl,"We finally came back just to see the building flood. Would offer our home if it wasn't destroyed, too!","home,building,flood,building flood"
4/8/2020 18:47,Chapparal,J77Mackey,re: @AlwaysSafePowerCompany help!,alwayssafepowercompany
4/8/2020 18:51,Downtown,LovesEstelleBird,re: @AlwaysSafePowerCompany help!,alwayssafepowercompany
4/8/2020 19:05,Downtown,KRAKTV,Our weather forecast is calling for heavy rains starting on the morning of the 10th and continuing throughout the day and into the evening. This will effect rescue operations,"evening,rescue,rains,forecast,th,weather forecast,heavy rains,weather,rescue operations,operations,day"
4/8/2020 19:09,Scenic Vista,ChloeJohnson,@DerekNolan but I think there are people trapped! They canít leave them to die! #WinsICan,",people"
4/8/2020 19:12,Scenic Vista,ChloeJohnson,@DerekNolan what plot?! This is real life! People are dying! Animals are dying! @LovesAdamsCat,"real life,life,dereknolan plot,plot,animals,people"
4/8/2020 19:13,Safe Town,AlwaysSafePowerCompany,"Higbee County Search and Rescue, weíre sending our volunteers with food and water to you right away! Thank you for your service to our neighborhoods. #alwayssafe",",were,search,higbee county search,neighborhoods,food,rescue,water,volunteers,higbee,county,service"
4/8/2020 19:14,Cheddarford,DerekNolan,@TonyPeterson I have ten cans of spaghetti if you can make it to Cheddarford,"ten cans,cheddarford,ten,cans,spaghetti,tonypeterson"
4/8/2020 19:16,Safe Town,AlwaysSafePowerCompany,"Rest arseured, our employees are working hard to make sure that things are #alwayssafe inside and outside of our plant. Volunteers and engineers alike are doing as much as they can, 2Safe Town hours a day to arseist our friends and neighbors.","employees,,safe town hours,plant,volunteers,neighbors,hours,engineers,town,friends,day"
4/8/2020 19:16,Palace Hills,CleverScottPlate1964,re: @DerekNolan what plot?! This is real life! People are dying! Animals are dying! @LovesAdamsCat,"real life,life,plot,animals,people"
4/8/2020 19:18,Cheddarford,DerekNolan,@ChloeJohnson no one is actually getting helped. . . they just fake it online so we think theyll help us soon. . . keeps us obedient,
